제목,리뷰,평점
어벤져스: 엔드게임,울다가웃다가..3시간이정말짧게느껴짐 ,10
어벤져스: 엔드게임,재밌게 봤음 제목을 참 잘지은듯 ,10
어벤져스: 엔드게임,닥터의 검지에서 전율을 느꼈다... ,10
어벤져스: 엔드게임,아이언맨4인줄  아놔... ,1
어벤져스: 엔드게임,끝으로갈수록 눈물만 나더라ㅜㅜㅜ ,10
어벤져스: 엔드게임,아이언맨 3000만틈 사랑해요 ,10
어벤져스: 엔드게임,마블팬들 위한 마블 집대성 ,10
어벤져스: 엔드게임,당신이 무얼 상상하던 그 이상일거니 빨리 보시길... ,10
어벤져스: 엔드게임,진짜 진짜 만족스러운 마무리였습니다.두번울뻔했어요ㅠㅠ 3000만큼 사랑해. ,10
어벤져스: 엔드게임,존잼 근데 다보고나니 허무해진기분 ,10
어벤져스: 엔드게임,짱잼입니다 또봐야지아이맥스로 ,10
어벤져스: 엔드게임,대박대박 11년의 모든 떡밥과 캐릭터들의 한 풀이 ㅠㅠ ,10
어벤져스: 엔드게임,액션영화보다가 눈물난적은 처음이다.근데 뭐가 안타깝고 아쉽다. ,9
어벤져스: 엔드게임,이범배 (이범배) 이범배 (이범배) 이범배 (이범배) ,10
어벤져스: 엔드게임,마지막이 참 아쉽고 그립겠지..? ,5
어벤져스: 엔드게임,1400만분의 1 우리스트레인지♥ ,10
어벤져스: 엔드게임,???:지금 말하면 그 일은 일어나지않아. ,10
어벤져스: 엔드게임,기다린 보람이 있어요.멋지네요 ,9
어벤져스: 엔드게임,Avengers Assemble!!액션영화 보면서 광광 울고 나오긴 처음이었습니다.기사나오는거처럼 쿠키영상은 없습니다. 다만 엔딩롤을 끝까지 보시기 바랍니다. ,10
어벤져스: 엔드게임,누구나 한번은 무너질 때가 있다희생 없이 이루어진 삶은 없다 ,8
어벤져스: 엔드게임,내가 이영화를 보려고 아직살아있었나봅니다 ,10
어벤져스: 엔드게임,나이도 10살 더 먹었구나 ,9
어벤져스: 엔드게임,토니 죽을때 엉엉 울었다 ,10
어벤져스: 엔드게임,토니 사랑해....ㅠㅠㅠㅠ ,10
어벤져스: 엔드게임,10점을 주는것 말고는 할수있는게 없다.  3000점주고싶다....말이 안나오는 미친영화 ps.콜라마시지마세요ㅠㅠ ,10
어벤져스: 엔드게임,잼따 근데 너무 아쉬워요 하.... ,10
해피 데스데이 2 유,파라노말 액티비티에서 쌓은 내공을 해피데스데이로 뽐낸 크리스토퍼 랜던 감독이 각본까지 맡았다. 이번엔 백투더퓨처 오마쥬까지 더해져서 블룸하우스표 하이틴코믹공포에 열광하는 팬들을 만족시켰으나 장르가 모호해진 면이 있다.  제시카 로테의 매력은 여전하다. ,8
어벤져스: 엔드게임,말이 필요없다. 그냥 보셈 ,10
어벤져스: 엔드게임,흑흑 허망하다 인피니트워가 더 낫다 ,8
어벤져스: 엔드게임,재밌어요!!나의 어벤져스ㅠ ,10
어벤져스: 엔드게임,바지에 오줌쌋어 할때 뜨끔했다..화장실 꼭 가길! ,10
어벤져스: 엔드게임,넋놓고 보다가 3시간 후딱갔네요ㅜㅜㅜ 대박!!! ,10
어벤져스: 엔드게임,모든 예상은 빗나갓다ㅋㅋ ,10
어벤져스: 엔드게임,아...감동 ㅠㅠ 스포하지맙시다 영화기사 댓글에 스포테러 너무 많아서 속상하네요 ㅠㅠ댓글보지마세요~ ,10
어벤져스: 엔드게임,콜라 때문에 중간에 오줌 심하게 마려웠는데 마지막 한시간은 영화에 집중하느라 오줌 마려운 것도 안 느껴지더라.. ,10
어벤져스: 엔드게임,예매하려고 검색하다가 그만 호기심을 참지못하고 스크롤을 내려 부득이하게 누가죽는지 모두 스포당했다... 니들 본건좋은데 그리도 못본사람들한테 알려주고 싶었냐 개쉐리들아ㅜㅜ ,10
어벤져스: 엔드게임,인생영화. 제목 그대로 엔드게임. 더이상 말이 필요없다 ,10
어벤져스: 엔드게임,블루스컬 쉑 본성 드러낫죠? ,10
어벤져스: 엔드게임,완전한 종합선물세트였다...하아.몇번을 울었는지..ㅜ ㅜ ,10
어벤져스: 엔드게임,"잘가, 안녕히 가세요. 고마웠습니다. ",10
어벤져스: 엔드게임,정말 최고에요 극찬할수밖에 ,10
어벤져스: 엔드게임,빽투더퓨쳐...더이상의 자세한 설명은 생략한다. ,8
어벤져스: 엔드게임,Awesome!!  잼있게 봤습니다!! ㅋ ,10
어벤져스: 엔드게임,놀랄수밖에없는 장면..그리고여운 ,10
어벤져스: 엔드게임,2019년에 살고있다는것이 감사한 순간 ,10
어벤져스: 엔드게임,저도 눈물이 나는지 안나는지 하루빨리 보고싶네요.. 영화관 자리가 없어요.ㅠ ,10
어벤져스: 엔드게임,시간이 너무 길고 조금 지루하네요 ,8
어벤져스: 엔드게임,그 유명한 [어벤져스 : 가망 없어] 인가요? ,10
어벤져스: 엔드게임,"굿바이 크리스,로다주 ",10
어벤져스: 엔드게임,쿠키가 없어.. 기다리면 바부 ,10
어벤져스: 엔드게임,진짜 End Game.. ,10
어벤져스: 엔드게임,이거 안보고 돌아가시면안되니 꼭들보세요 ,10
어벤져스: 엔드게임,나의 10대는 해리포터 20대는 어벤저스였다. ,10
어벤져스: 엔드게임,"나온 애들 모두들 수고했다. 근데 중간에 휴식시간 있어야 되는 거 아니냐, ㅋㅋ ",9
어벤져스: 엔드게임,다른 히어로 영화가 이걸 넘어설 수 있을까? ,10
어벤져스: 엔드게임, 대미를 빛낸 최고의 마무리. 기대이상 ,10
어벤져스: 엔드게임,와이프가 지렸다네요 또 봐야될듯 ,10
어벤져스: 엔드게임,소름의 연속기입니다 재밌어요 ,10
어벤져스: 엔드게임,말이 필요없어요 엄청납니다 ,10
극한직업,ㅎㅎㅎ꿀잼이었음 유쾌한영화가 고팠는데 기대이상! ,10
어벤져스: 엔드게임,시작과 끝 이 말로 정리 가능 ,9
어벤져스: 엔드게임,시원하면서 아쉬운 결말이네요 ,10
어벤져스: 엔드게임,스포절대하지맙시다 조조관람 ,9
어벤져스: 엔드게임,태조 왕건  최종회 느낌^^ ,10
어벤져스: 엔드게임,그냥 모든게 다 아쉬운 마지막 어벤져스 차세대 히어로들이 더욱 빛날수있게 해준 지금까지의 히어로들 은퇴한다는게 너무 아쉽다.. ,10
어벤져스: 엔드게임,초반부 2시간이 좀 아쉬웠네요 생략된내용도 너무많고... 전투씬에서부터 대략 후반부 1시간동안은 집중하느라 입벌리고봣어요 ,9
어벤져스: 엔드게임,결말이라는 단어에 어울리는 영화였다. 개인적으로는 3시간이지만 그렇게 지루하진 않았다. ,10
어벤져스: 엔드게임,8시30분꺼 봤는데 개인적으로 별로였습니다. 많은 인물들이 등장해 재밌는만큼 한명한명  이동하고 등장하고만 수십장면 몇십분입니다.  또 막편이다보니 도입부가 길고 중간중간 설명도 전편대비 길고 결과후에도 길고.... ,9
어벤져스: 엔드게임,아임____ ~~~~ ,10
어벤져스: 엔드게임,마블했다....!!! ,10
어벤져스: 엔드게임,어벤져스 팬은 아닌데 남편이 너무 좋아해서 사전예매해서 봤어요~ 저는 재밌게 봤어요!! ,8
어벤져스: 엔드게임,엄청 나게 꿀잼은 아니었다그냥 아련한 기분.. 안녕 어벤져스 ,7
어벤져스: 엔드게임,한줄로표현하기가 함드네요 ,10
어벤져스: 엔드게임,화장실은 꼭 들렀다 가라 ,10
어벤져스: 엔드게임,마블은 마블했고 전투씬은 말그대로 장관이었다. ,10
어벤져스: 엔드게임,전편의 빠른 전개를 기대했다면 다소 지루함. 기대만큼은 못하지만 닥스의 계획이 궁금했다면 추천 ,8
어벤져스: 엔드게임,어벤져스 어셈블 할때 소름 쫙... ,10
어벤져스: 엔드게임,양자영역에 있었던것도 아닌데 3시간이 3분처럼 짧게 느껴졌네요..! 영화 대존잼입니당 ,10
어벤져스: 엔드게임,Excelsior! ,10
어벤져스: 엔드게임,나만 볼래  값객뜯용쌥잉뾴 ,2
어벤져스: 엔드게임,최고의 엔딩입니다 당장 가서 보세요 ,10
어벤져스: 엔드게임,10년동안 함께해왔던 마블 고마워요! ,10
어벤져스: 엔드게임,'I am iron man.' ,10
어벤져스: 엔드게임,진짜 이런 영화를 볼수있게해줘서 감사합니다ㅠㅠㅠ개봉당일 조조 제일처음영화로 봤는데 내일 친구들이랑 아이맥스로 또 보러갑니다..말해뭐해 최고입니다.. ,10
어벤져스: 엔드게임,3000만큼 재밌었어요ㅎㅎ ,10
어벤져스: 엔드게임,기승전결 . 마블의 끝 최고의 영화였다 ,10
어벤져스: 엔드게임,마무리 좋네요~ 또 봐야지. ,10
어벤져스: 엔드게임,지금 영화보고 왔는데 사람들이 영화가 끝났는데  일어 나질 않는다 ,10
어벤져스: 엔드게임,다른건 다 떠나서...우리 멋진 토르는 어디로 간겨.... ,10
어벤져스: 엔드게임,내가 생각하는 가장 완벽한 엔딩을 가진 영화는 '쇼생크 탈출' 이었다. 찝찝한 기분이 든다거나 그렇다고 너무 억지스럽지도 혹은 너무 많은 생각을 하게끔 하지도 않는 딱 좋은 엔딩. 말그대로 엔딩. 그리고 오늘 한 편이 더 추가되었다.  고맙습니다. ,10
어벤져스: 엔드게임,내인생 21년간 마블팬으로서 이번 영화는 팬이건 아니건 영화계에 크게 남을 대작입니다.. ,10
어벤져스: 엔드게임,내 10대랑 20대 안녕ㅠ ,10
어벤져스: 엔드게임,그냥 마지막 모든 마블출연진들 나올때 소름 ,10
어벤져스: 엔드게임,완벽한 마무리에다가 다음편을 위한 큰그림까지 ,10
어벤져스: 엔드게임,"어벤져스 보고 울긴 첨이네ㅠ,ㅠ수고 많았어요 모두특히 아이언맨 ",10
어벤져스: 엔드게임,내 인생 최고의 영화 앞으로 이런 영화가 또 있을까 ,10
어벤져스: 엔드게임,ㅠㅠ 혼영 처음이었는데 혼자 왔다는 사실을 잊게 될 만큼 너무 재밌었다 .. ,10
어벤져스: 엔드게임,이제 아이언맨과 캡틴아메리카 블랙위도우를 볼수없지만 그들이 페이즈1부터 만든 10년간 행복했고 재미있게 봤습니다. 특히 아이언맨이 없다는 사실에 슬프지만 세대교체로 재미있게 봤습니다. ,10
어벤져스: 엔드게임,완벽한 마무리. 이대로 떠나보내고 싶지가 않다 흑 ,10
어벤져스: 엔드게임,마지막 전투에서 온몸에 소름 돋았다 ,10
어벤져스: 엔드게임,잘가요 어벤져스 ㅠㅠ나 30대 후반 아잰데 보면서 몇번 울컥했다야 ㅠㅠ ,10
어벤져스: 엔드게임,최고의 피날레였다... 초중고 대학생때까지 날 즐겁게해준 마블 고마워 ,10
어벤져스: 엔드게임,너무 잘 봤습니다. 쿠키는 안봐도됨 ㅋ ,10
어벤져스: 엔드게임,말이 필요없다어벤져스 어셈블 ,10
어벤져스: 엔드게임,Thank you all guys! ,10
어벤져스: 엔드게임,마블팬들에겐 선물같은 영화~!!! ,10
어벤져스: 엔드게임,토니가 결국 마무리 했네요. ,8
어벤져스: 엔드게임,마블 스튜디오의 10년의 대장정이 끝났습니다그 대장정의 끝인 만큼 허무하기도 하지만 시원하기도 했습니다! ,9
어벤져스: 엔드게임,걍 그저그럼 화려하기만한 돈엄청들인 비급영화 ,6
비밀은 없다,배우들의 연기력은 말할 이유가 없다. ~ 정말 연기 잘함. 그런데 내용이 그게 뭘까?  그럼 학생들이 한 행동은 잘했다는거? 소재가 안좋다.... ,4
어벤져스: 엔드게임,유치하고노잼임내돈돌리도 ,1
어벤져스: 엔드게임,토르의 뱃살은 밸런스를 위해서라는 게 학계의 정설 ,10
어벤져스: 엔드게임,"스토리, 그래픽연출 등 완벽함 ",10
어벤져스: 엔드게임,진짜 감동 그 자체ㅠㅠㅠ어벤져스 덕분에 초중고시절 소중한 추억이었어요ㅠ 마지막이라는 사실에 너무 아쉽고 슬퍼서 눈물나지마뉴ㅠㅠㅠ마블 진짜 3000만큼 사랑합니다 ,10
어벤져스: 엔드게임,And I  am Ironman. ,10
어벤져스: 엔드게임,끝이라는게 너무 아쉽다. 마블 시리즈는 내 인생에도하나의 큰 사건이였고 개봉 당일 조조로 봤다는 것이 너무 의미깊다. 훗날 가끔 문득 생각날때 언제고 돌려볼것이다. ,10
어벤져스: 엔드게임,별 더 없나요10개가지고 모자름 ,10
어벤져스: 엔드게임,내가 너무 큰 기대를 한탓일까 물론 그동안의 마블 유니버스를 집대성 하기위해 상당히 고민한 흔적이 영화에서 보였는데 개인적으로 좀 과한 부분도 있는듯 했음 그래도 마블팬이라면 찡한 장면도 있고 3시간은 순삭 당했음 ,7
어벤져스: 엔드게임,내일 지구가 멸망하더라도 사과나무는 심지마라.그 시간에 어벤져스 엔드게임을 꼭 보시라...그 말 밖에... ,10
어벤져스: 엔드게임,2시간전부터 화장실 가고싶었는데 화장실갈 타이밍따위 안줍니다. 3시간전부터 물먹지마세요. 결국 참다가 끝나고 뛰쳐나옴 ,10
어벤져스: 엔드게임,역시 마블 언제봐도 대단한 영상미 ,10
어벤져스: 엔드게임,감동 그리고 완벽한 스토리 실망하지않는 액션 잘봤어요 ,10
생일,언제까지 기억 하라는거야 세월호 지겹다 죽은 아이들 안타깝지만 세월호 진상 다 밝혀졌고 보상도 과하게 다 받았잖아 그만해라 ,1
어벤져스: 엔드게임,존잼 여자히어로들 존멋 대박 ,10
그린 북,마법의 니그로 ???? ,10
어벤져스: 엔드게임,정말 재밌게 봤다 어벤져스 안녕 내 20대 안녕 ㅠㅠ ,10
어벤져스: 엔드게임,중간부터 영화관에 모든 사람들 폭풍오열 ㅠ ㅠ이게 끝이라는게 더 슬픔 ,10
어벤져스: 엔드게임,아무리 더 세고 세련된 영웅들이 등장해도 아이언맨 캡틴 못따라감을 보여줌 구관이 명관이구나를 느낄 수 있음 ,10
어벤져스: 엔드게임,3000만큼 좋아해요 시간 가는 줄 모르고 봤습니다... 또 보고 싶어요... ,10
어벤져스: 엔드게임,마블 이 OO들 영화 재밌게 잘 만드네ㅋ ,10
어벤져스: 엔드게임,와...진짜 슬퍼서 눈물이나더라...잘가...그동안 즐거웠어 !!! 수고했어!!! ,10
어벤져스: 엔드게임,10만원짜리 암표로 볼만한 영화는 아닌듯. 러닝타임이 너무 길고 중간중간 지루함. 그래도 재미없진 않음. ,8
어벤져스: 엔드게임,정말끝인가후속은 ㅜㅜ ,9
어벤져스: 엔드게임,정말끝인가후속은 ㅜㅜ ,9
어벤져스: 엔드게임,정말끝인가후속은 ㅜㅜ ,9
어벤져스: 엔드게임,여운이 안가신다 ㅠㅠ 음료수는 드시지 마세옄ㅋㅋㅋㅋ ,10
어벤져스: 엔드게임,"어벤져스는 내 인생에 남겨질 최고의 영화입니다  보는내내 대단하고,눈물도 흘렸으며,언어로 표현못할 감동을 주었고, 그동안 히어로들 정말 감사했습니다. 평생 잊지못할 추억을 남겨줘서 정말 고마워요. 명예롭게 어벤져스의 대단원의 막을 내렸네요.감사합니다! ",10
어벤져스: 엔드게임,엉엉ㅠㅠㄴ날가져요 ,10
어벤져스: 엔드게임,3000만큼 사랑해요 아이언맨 ,10
어벤져스: 엔드게임,잘가요 어벤져스 최선의 마무리인듯 ,10
어벤져스: 엔드게임,지루한부분도 살짝있었고 타노스는 생각보다 약했다 ,7
어벤져스: 엔드게임,슬슬 마블영화가 질리려고 하고 있었음에도 너무 재밌게 봤습니다 ,10
어벤져스: 엔드게임,정말 잼있었다. 더이상 애긴 안할래. ,10
어벤져스: 엔드게임,너무 소름돋고 3시간이 되게 짧게 느껴질정도로 집중하고 재밌게 봤어요전투씬 또 보고싶네요 ㅠ ,10
어벤져스: 엔드게임,개꿀잼!! 스포좀하지마라 ㅡㅡ ,10
어벤져스: 엔드게임,아바타 이후로 역대급 영화 입니다. 전율이 대박이네요..!! ,10
어벤져스: 엔드게임,아바타 이후로 역대급 영화 입니다. 전율이 대박이네요..!! ,10
어벤져스: 엔드게임,슬프지만 재미있었어요. ,10
어벤져스: 엔드게임,와 개역대급 정말 마무리 잘했네요 ,10
어벤져스: 엔드게임,작년에 본 후에 어떻게 될지 궁금했는데요오늘 그 결과가 나왔내여! 좋습니다!! ,10
