제목,리뷰,평점
어벤져스: 엔드게임,"로다주 헌정 영화,,, ",7
어벤져스: 엔드게임,잘가요 나의 영웅들... ,10
어벤져스: 엔드게임,역대급!! 개지림!! ,10
어벤져스: 엔드게임,대박..ㅜㅜ..ㅜㅜ ,10
어벤져스: 엔드게임,너무 멋있어서 울고 너무 슬퍼서 울었어요ㅜㅜ ,10
어벤져스: 엔드게임,기대보다는 아니었지만 그래도 어벤져스였다.어벤져스 어쎔블!! ,8
어벤져스: 엔드게임,인생 최고의 영화3시간이 30분 같았음 ,10
어벤져스: 엔드게임,"나의 10대, 20대 함께헤줘서 고맙다. ",10
어벤져스: 엔드게임,이것이 결자해지(結者解之)다. ,10
어벤져스: 엔드게임,좋아요좋아요좋아요봏아요 ,8
어벤져스: 엔드게임,등장씬은 진짜 반지의 제왕을 능가하는 스케일이었다.액션씬도 개 멋있었다 ,10
어벤져스: 엔드게임,ㅋㅋ3000만큼 재미있었다 ,9
어벤져스: 엔드게임,화장실가고싶었어요 진짜 ,10
캡틴 마블,DC영화 따라잡기인가지루하고 재미없다 ,4
어벤져스: 엔드게임,두번봐야지 세번봐야지 ,10
어벤져스: 엔드게임,"재 미 있 었 음...,?!. ",10
어벤져스: 엔드게임,꿀잼 한 3번은 더 봐야겠네요 ,10
어벤져스: 엔드게임,예상은 했지만 두시간동안 작전짜고 설득하고토르없었으면 뛰쳐나왔을듯뻔한스토리지만 개개별 영웅 이야기풀어낸다고 시간 다써고  전투신은 고작 20분되려나눈 요기하러갔다다가 뒷통수 맞음 ,2
어벤져스: 엔드게임,역쉬~~어밴져스!!! ,10
어벤져스: 엔드게임,어벤져스여 영원하리~~ ,10
어벤져스: 엔드게임,진짜 꼭 봐야된다 이건 ,10
어벤져스: 엔드게임,마지막에서 다 씹어먹는... ㅠㅠ 최고예요 ,10
어벤져스: 엔드게임,더할나위 없었다. 딱한가지 힘들었던건 미리 화장실 다녀와도 또 오줌매려웠음 ㅠㅠㅠㅠ ,10
샤잠!,"약간은 유치한 B급영화이지만, 나름의 개그코드를 선보이면서도 유쾌한 내용을 풀어가고 있음 ",8
어벤져스: 엔드게임,처음과 끝을 이어서 지난시간들의 마블과 다시 함께 한 것 같은 느낌 감정과 상관없이 계속 눈물이 났습니다 ,10
어벤져스: 엔드게임,넘 기대됐던 영화라 인생처음으로 개봉당일 아침7시 영화를 예매해서 봤어요... ㅠㅠ 절대 아깝지않은 값진 시간이었습니다 꼭 보세요.. ,10
어벤져스: 엔드게임,전혀 익사이팅 못하다 초반 1시간반은 드라마찍고 전투신 다 모아서 한번 나오고 끝 ,6
어벤져스: 엔드게임,그냥 마무리인것에 만족 시간여행 내용이라 결말도 별 의미없고 재미는 인피니트 보다 못함 타노스 OO임 ,8
어벤져스: 엔드게임,내 인생 최고의 영화 어벤져스 어셈블 ,10
어벤져스: 엔드게임,좀...지루햇음ㅜㅜ 미안 마블 ,6
어벤져스: 엔드게임,Thank you Marvel ,10
어벤져스: 엔드게임,3000만큼 사랑해ㅜㅜ ,10
어벤져스: 엔드게임,희대의 역작. 10만원도 안아깝습니다. 10점만점에 100점 주고싶어요. 눈물 나올정도의 감동.재미.액션.모든게 다들어간 대작입니다. 이런영화 또 언제나올지.. ㅠ 만든분들께 그저 감사할따름. 아이언맨! 그동안 고생했어요~! ,10
어벤져스: 엔드게임,이야기는 대단히 훌륭하나전작에 비해 턱 없이 부족한 시각연출 ,8
어벤져스: 엔드게임,어벤저스의 마지막  개꿀잼 ~~ ,10
어벤져스: 엔드게임,잘보고 갑니다 감사합니다. ,10
어벤져스: 엔드게임,눈물 찔끔 힐린사람 ..? ,10
어벤져스: 엔드게임,더 더더ㅓ더더더 이 멤버로 영화 더 만들었으면 좋겠다... 이 감독 이 배우들 다 섭외 할 만큼의 많은 돈이 필요해 ㅠㅠ ,10
어벤져스: 엔드게임,히어로 영화보고 울다니 ㅠㅠㅠㅠ ,10
어벤져스: 엔드게임,두번보세여 세번보세여 ,10
어벤져스: 엔드게임,애기 유치원 보내자마자 달려와 봤음.고맙다 마블. 진짜야. ,9
어벤져스: 엔드게임,재미있어요. 모든 어벤져스를 다 볼수 있어서 좋았네요. ,10
어벤져스: 엔드게임,보길잘함 ㅎㅎ간만에 잘보고갑니다 ,9
어벤져스: 엔드게임,ㅠㅠ하아~~ㅠㅠ하아~ㅠㅠ ,10
어벤져스: 엔드게임,11년을 이 시리즈로 즐거웠는데 아쉽네요별반개는 아이언맨을 위해^^ ,9
어벤져스: 엔드게임,말이 필요 없어요. 죽기전에 꼭 봐야 할 영화. ,10
어벤져스: 엔드게임,"네이버 : 평점을 작성해주세요 ???: 아니, 그건 말 안할래 ",8
어벤져스: 엔드게임,핵꿀쟘 친구랑보기 딱좋노 ,10
어벤져스: 엔드게임,역시 믿고보는 어벤져스 너무 재밋습니다 ,10
어벤져스: 엔드게임,역대급 영화였습니다 ㅎ ,10
어벤져스: 엔드게임,기저귀차고 봐야함 진짜 ,10
어벤져스: 엔드게임,두번봐도 잼날기같다ㅜㅜ 넘잼 ,10
어벤져스: 엔드게임,지려버렸다마블 시나리오에 방점임갓마블 ,9
어벤져스: 엔드게임,굿이네요멋진전개네요 ,8
어벤져스: 엔드게임,처음평점남김. 전율돋았다. ,10
어벤져스: 엔드게임,재밌는데 중반까진 좀 지루함 그래도 최고인건 변함없음 ,9
어벤져스: 엔드게임,그냥 보고 판단하세요. ,10
어벤져스: 엔드게임,"마블만이 가능한, 앞으로도 나오기 힘든 그런 영화 ",10
어벤져스: 엔드게임,대존잼ㅠㅠ 아 재밌어요ㅠㅠㅠ 재밌어ㅠ ,10
어벤져스: 엔드게임,이번 작품은 쿠키영상없음~~ ,10
어벤져스: 엔드게임,개꿀잼!!! 완전 재밌어요 빨리 보세요 ㅎㅎ ,10
어벤져스: 엔드게임,기대가너무컸다 ㅡㅡ 야이사람들아 무조건 빨지말고 솔직하게들 평점달어라~~~ 난 쏘쏘였다 ,6
어벤져스: 엔드게임,로건보면서도 눈물이 나지는 않았다.. ,10
어벤져스: 엔드게임,레알굿!!! 강추!!! ,10
어벤져스: 엔드게임,진짜 너무 재밌다 팝콘필요없음!! 영화자체가 팝콘 ,10
어벤져스: 엔드게임,기대가 너무 컸던지 아쉬움이 많네요. 엔드게임인데 오히려 다음  영화를 위한 영화였던것 같습니다. ,5
어벤져스: 엔드게임,개꿀잼 ㅠㅠㅠㅠ 조조로 보길 잘했다 ,10
어벤져스: 엔드게임,...하이ㅣ집러ㅜ아재타니ㅣㅁ ,10
어벤져스: 엔드게임,3000만큼 재밌어요 정말 ,10
어벤져스: 엔드게임,그동안 너무 좋은영화 감사했습니다! ,10
어벤져스: 엔드게임,토르 어머니 너무 아름답다 ,10
어벤져스: 엔드게임,오졌다..꼭 보세요ㅋㅋㅋ ,10
어벤져스: 엔드게임,"완벽한 마무리, 하지만 떠난 사람이 아쉽다. ",9
어벤져스: 엔드게임,"진짜 개꿀잼 이고 다좋긴한데;; 사회에서 민감한 부분을 이렇게 건들이네요,... 그건바로 ""풰미니""... 진짜 지원군이라면서 어떻게 멤버가 이렇게 지원군이 짜임 ?;; ",10
어벤져스: 엔드게임,MCU 역사를 정리하는 영화 ,10
어벤져스: 엔드게임,아이....엠....그루트 ,10
어벤져스: 엔드게임,재밌어요 생각지도 못했던부분들도 있긴했는데 좋았습니다 한번씩 보시는걸 추천해요 ,10
어벤져스: 엔드게임,영화와 같이 살아올 수 있어서 행복했습니다. 감사합니다. ,10
어벤져스: 엔드게임,기대했던 만큼 최고네요~ㅎㅎ 흠잡을데 없는 마무리~~!! 굿굿 ,10
어스,거지같네... 그렇게 사회풍자 하고 싶으면.... 재밌게라도 하던가.... ,1
어벤져스: 엔드게임,진짜ㅜㅜ너무감동적이고....뭔말이필요하것어요 ,10
어벤져스: 엔드게임,3000만큼 알럽 마블 ,10
어벤져스: 엔드게임,히어로물 보면서 운건 첨이다... ,10
어벤져스: 엔드게임,캡틴이 토르망치 들고싸울때...지려버렸다 ,10
어벤져스: 엔드게임,재미남...3000 천원 만큼만 ...  ㅋ ,6
어벤져스: 엔드게임,집합씬에서 소름 돋아!ㅠㅠㅜ  진짜 아이언맨 최고ㅠㅠㅠ ,10
어벤져스: 엔드게임,아 이 에 오 유~스포될까봐이렇게 남겨요 ,9
어벤져스: 엔드게임,말이 필요없다. 이 한편에 마블 모든게 담겨있다. ,10
어벤져스: 엔드게임,"인피니티 워의 액션을 기대하고 오신 분들은 액션 분량이 약간 답답하게 느껴지실 겁니다. 하지만, 마블 시네마틱 유니버스의 팬이었던 모든 분들께는, 이 영화는 말로 형용할 수 없는 선물이 되어 줄 겁니다. ",9
어벤져스: 엔드게임,아이언맨 3000만큼 사랑해요ㅜㅜ ,10
어벤져스: 엔드게임,타노스 죽고 과거 타노스 나오네..아이언맨ㅠ 캡틴도 담 영화선 이제는. ,10
어벤져스: 엔드게임,눈물났음. 고맙다... ,10
어벤져스: 엔드게임,어벤져스 엔드게임 정말 최고의 영화!! ,10
어벤져스: 엔드게임,마지막을 장식한 화려한 스케일과 의미있는 결말.. 그러나 캡틴마블은 도대체 왜나온건지 모르겠네요 ,9
어벤져스: 엔드게임,개꿀잼 어셈블!!!! ,10
어벤져스: 엔드게임,마지막 지렸다. 리범벡!!리범벡! ,10
어벤져스: 엔드게임,포트나이트 PPL은 무엇 ㅋㅋㅋㅋ ,8
어벤져스: 엔드게임,안보고 욕하지말고 꼭보길 ,10
어벤져스: 엔드게임,어벤져스 어셈블!!!! ,10
어벤져스: 엔드게임,감동그자체 만삭의몸을 이끌고 보았어요 ,10
어벤져스: 엔드게임,3000만큼 사랑해ㅜㅜ ,10
어벤져스: 엔드게임,유종의 미는 잘거뒀으나 인피니티워가 더재밋엇음 앞부분 쫌 지루햇음ㅅㄱ ,10
어벤져스: 엔드게임,대단원의 장식. 영웅에게 보내는 헌사. ,10
어벤져스: 엔드게임,인생영화..였어요~~ ,10
어벤져스: 엔드게임,감동적이고 역대급인듯..최고였어요 마블 ㅠ ,10
어벤져스: 엔드게임,보고울었습니다. 꼭보세요. ,10
어벤져스: 엔드게임,"말이 필요 없는 최고의 마블영화, 주저하지 마시고 빨리 보세요 ",10
어벤져스: 엔드게임,"2008년 나의 10대 중반 중3시절 아이언맨1부터, 2019년 27살 20대 후반이 된 어벤져스 엔드게임까지 내 10대부터 20대까지를 꽉 채워준 어벤져스, 마블, 그리고 내가 제일 애정하는 아이언맨 고마웠습니다. 눈물나네요 보고싶을거에요 사랑해요 ",10
어벤져스: 엔드게임,3000만큼 사랑해 토니 ,10
어벤져스: 엔드게임,아이언맨은 역시 아이언맨이다 한줄평 끝 ,10
어벤져스: 엔드게임,10점 줘도 될거 같다!! ,10
어벤져스: 엔드게임,역시 최고였어요...화면에서 잠시도눈을뗄수가없었어요 ,10
어벤져스: 엔드게임,역대 최고의 영화 반지의제왕 간달프와 로히림등장씬을 뛰어넘음 ,10
어벤져스: 엔드게임,마지막 1시간이 다했다.. 담주에 또보러갈게요 ,10
어벤져스: 엔드게임,정말 단순한 히어로 영화가 아닙니다. 너무 재밌게 봤어요. ,10
어벤져스: 엔드게임,3000만큼 재밌었다 ,10
어벤져스: 엔드게임,오랜 여행을 좋은 추억으로 마무리 지은 느낌 ,10
어벤져스: 엔드게임,손수건챙겨가세요ㅠㅠ많이 슬퍼요..엔드게임보기전에마블영화 전편 다 보시는게 좋아요동시대에 극장에서 볼수있음에 감사합니다 ,10
어벤져스: 엔드게임,11년 마블 대서사의 피날레는 이것으로 마무리되네요. 그동안 즐거웠습니다. 감사합니다. ,10
어벤져스: 엔드게임,놀랐다가 웃겼다가 멋지다가 슬프다가...최고였습니다!! 친한 이웃이 이제 떠나는 느낌이네요 ㅠㅠ ,10
어벤져스: 엔드게임,나는 아이언맨이다 ㅠㅠㅠㅠ ,10
어벤져스: 엔드게임,으아아아으ㅡ으으으으아ㅡ으응 우아앙 ,10
어벤져스: 엔드게임,"반지의제왕,해리포터 시리즈 끝난것 보다 깔끔한 마무리였다. ",10
어벤져스: 엔드게임,그동안 감사했습니다. ,10
어벤져스: 엔드게임,중반엔 지류함 전체적으로 재밋늠 ,8
어벤져스: 엔드게임,솔직히 3시간 가는줄도 모르고봣다 화장실참느라 조금 힘들긴했지만 ㅠㅠ ,10
어벤져스: 엔드게임,중반엔 지류함 전체적으로 재밋늠 ,8
어벤져스: 엔드게임,굿바이..아이론맨.. ,10
어벤져스: 엔드게임,"재밌었고, 슬펐고, 반전에 멋있어서 소름이 돋다가 감동.. ",10
어벤져스: 엔드게임,걍 어릴때 슈퍼히어로 보던 때의 전율이 생각나요. 시간때우기좋음 ,10
어벤져스: 엔드게임,역사를 마무리하는 영화네요처음에 지루했지만 재미있었습니다 ,10
어스,다들 별로였다고 하는게 아마 겟아웃이 너무 대작이라 이번껀 좀 실망스러워서 그런듯. 근데 딱 이 영화 하나로 보고 평가하자면 신선한 반전과 적당한 긴장감도 있고 무엇보다 숨겨진 의미들하고 전하고자하는 메세지가 너무 좋음 ,9
어벤져스: 엔드게임,OO이 누가봐도 pc나 페미니즘위해서 만든장면좀 안넣으면 안돼냐? 피터뻐커가 연약한 양남소추 짱샌 언냐들 모이라는 이기 쿵콰오 콰쾅 ,2
어벤져스: 엔드게임,3000만큼 사랑해 나는 아이언 맨이다 ,10
어벤져스: 엔드게임,아 눈물난다 어벤져스보고 울긴 처음이네 ㅠ ,10
어벤져스: 엔드게임,재밋었다 마지막 어벤져스 ,10
어벤져스: 엔드게임,진짜 존잼이고 감동쩔고 소름오지고 ,10
어벤져스: 엔드게임,정말로너무재미있네요 ,10
어벤져스: 엔드게임,토르한테 그렇게 하다니 ㅜㅠ ,10
어벤져스: 엔드게임,I Am Iron Man ,10
어벤져스: 엔드게임,서사시의 결말로서부족함이 없는 영화 ,10
어벤져스: 엔드게임,막장드라마보고 우는 엄마가 이해가 안되었는데 이제는 이해가된다 ,8
어벤져스: 엔드게임,11년간 수고했어요 모두들 ,10
어벤져스: 엔드게임,아이엠그루트. 10자 ,10
어벤져스: 엔드게임,그놈의 페미 범벅이 몰입도 깨트리네 ,2
생일,신파.영화로서의 값어치는 없다. ,6
어벤져스: 엔드게임,미쳤다. 누가 마블이 이렇게 될 줄 알았을까. ,10
어벤져스: 엔드게임,3시간이 지루하지 않아요. ,10
어벤져스: 엔드게임,굿굿굿듓진짜좋네여굿 ,10
어벤져스: 엔드게임,함께 달린 시간들이 너무 감사하다. ,10
어벤져스: 엔드게임,역대 시리즈물 마지막편 중 최고 ,10
어벤져스: 엔드게임,i'm....i am ironman! ddak!!! ,10
어벤져스: 엔드게임,만원으로 이걸 볼 수 있다는거에 감사해라 ,10
어벤져스: 엔드게임,영화의 키워드 : 감동+전율 ,10
어벤져스: 엔드게임,초반 지루했고.무슨내용인지  기대만큼 별루였다 ,6
어벤져스: 엔드게임,이게 아메리칸 엉덩이지’ ,10
아메리카 뮤직&와일드,종로 서울씨네마에서 봤는데 사운드가 약한게 너무 너무 너무 아쉽네요.. ,5
어벤져스: 엔드게임,어벤져스 3000만큼 사랑해 ㅠㅠ ,10
어벤져스: 엔드게임,엔드게임 기대를 너무한듯 ,8
어벤져스: 엔드게임, 3시간 동안 양자터널속에 있었던 기분 ,10
어벤져스: 엔드게임,정말 많이 울었다 .... 행복했다 정말 ,10
어벤져스: 엔드게임,제목이 왜 엔드게임인지 알거 같음.개인적으로 화려한 액션은 인피니티워가 더 재미있었어요~~♡ 감사합니다 마블~~♡ ,10
어벤져스: 엔드게임,그저 빛벤져스 끝판왕!!노편집 감독판 기다려봅니다 ㅠㅠ ,10
어벤져스: 엔드게임,"기대가 너무 컸고, 그 기대를 뛰어넘었다 ",10
어벤져스: 엔드게임,영화 끝나고 아무것도 없어요 그냥 나오세요 ,8
어벤져스: 엔드게임,어벤져스엔드게임 재미와 감동ㅠㅠ ,10
어벤져스: 엔드게임,지난 추억과 과거를 생각하는영화 ,10
어벤져스: 엔드게임,"글쎄올시다...., ",8
어벤져스: 엔드게임,진짜 끝이네... 3000점 주고 싶다ㅠㅠ ,10
어벤져스: 엔드게임,다크나이트 라이즈랑 비슷한 느낌. 마블과 SF라는 장르에 대한 오마주와 헌사로 가득하고 깔끔하게 마무리를 지은것은 놀라운 성과이지만 그를 위해서 자연스러움이 많이 희생되었다 ,8
어벤져스: 엔드게임,"마블의 시작과 끝 아이언맨. ""나는 아이언맨이다"" ",10
어벤져스: 엔드게임,진짜 몸에 소름 돋을 정도로 대박입니다.. ,10
어벤져스: 엔드게임,자격을 갖춘 자 만이 망치를 들 수 있을것이다. ,10
어벤져스: 엔드게임,인기있는 드라마 특별편집판 느낌이 살짝 났지만 후반부 만족 ,10
어벤져스: 엔드게임,마지막 전투는 좋았으나 결말까지 가는데 내용이 질질끌리는 느낌이 심하다. 차라리 인피니티 스톤을 하나씩 사용해서 역관광 후 다 살리는 편이 났지않았을까. ,6
어벤져스: 엔드게임,10:30 영화 7천원주고봤어.7천원에 이런영화를 만들어준 마블에 미안하고 감사할뿐. 7만도아깝지안울듯 ,10
어벤져스: 엔드게임,캡틴이 행복하면 그걸로 됐어. ,10
어벤져스: 엔드게임,"보다가 눈물 날뻔, 마블 시리즈 다 본 사람이라면 개봉 첫날 보았다는 사실에 영화보면서 뿌듯해질 것임!! ",10
어벤져스: 엔드게임,무슨말이 필요할까요? ,10
어벤져스: 엔드게임,정말 최고의 영화! 입니다 보는내내 시간가는 줄 몰랐어요! ,10
어벤져스: 엔드게임,마지막 대사 : 그얘긴안할래 ,10
어벤져스: 엔드게임,어벤져스와 타노스의 최후의 전투 은 반지의제왕 대전투 그 이상였다 ,10
어벤져스: 엔드게임,쿠키영상이 없어서 아쉬웠지만 역시 어벤져스영화 최고였습니다~마블 포에버♡♡♡ ,10
어벤져스: 엔드게임,닥터스레인지 자기만알고있으면서 말해줬으면 살았을텐데 ,10
어벤져스: 엔드게임,재미나네요 역시 어밴져스 ,10
어벤져스: 엔드게임,함께해서 즐거웠다. 내 추억과 기억안에 영원히 ,10
어벤져스: 엔드게임,뭔가 좋으면서도 아쉬움이 많이 남는 영화다ㅠㅠㅠ ,10
어벤져스: 엔드게임,i'm iron man ,10
어벤져스: 엔드게임,정말 대박이에요요오오오 이런 작품 ㅠㅠㅠ ,10
어벤져스: 엔드게임,어벤져스 시리즈 보고 울어보긴 첨이다 ,10
"다시, 봄","영화관에 남편과 나 둘만있었다,,, 끝나고 뭐지/??  왜 평점이 높은지 정말 이해가 안간다,,, 정말 보고 평가한건가 싶다,, 이해할수없는 내용도 근거도 영화보다 나올뻔한건 첨,,, ",1
어벤져스: 엔드게임,마무리 잘 지은듯 10년만에 엔딩이네 ,7
어벤져스: 엔드게임,그저 God.. 마무리도 좋고 모든게좋앗음 ,10
어벤져스: 엔드게임,엔드게임을 보여준 영화 아름다운 퇴장 굿바이~~~ ,10
어벤져스: 엔드게임,재밌어요너무재미써요 ,10
어벤져스: 엔드게임,이런 영화를 내 타임라인에서 볼수 있었다는게 큰 영광이고 행복했습니다 ,10
어벤져스: 엔드게임,모든것이 완벽한 피날레! ,10
어벤져스: 엔드게임,마지막 전투씬에서 소름 돋았습니다...역시 마블ㅠㅠ ,10
어벤져스: 엔드게임,마블의 11년을 집대성했다 ,10
어벤져스: 엔드게임,포인트오백받자고 작성하는거..재밋엇음 ,10
어벤져스: 엔드게임,좋아요 매우 완벽해요 나중에 한번더 볼수있으면. ,10
히야,평점 오글거린다. 좀 낮추자. 5~6점정도가 적당하다 ,1
어벤져스: 엔드게임,이런 영화를 만들어주셔서 너무 감사합니다 ,10
어벤져스: 엔드게임,너무 천재적이다어쩌면 아이언맨1부터 이 모든걸 생각했나 싶다 모두의 마블 영원하길 ,10
어벤져스: 엔드게임,또 보고싶드아 ㅜㅜ 쿠키없는건아쉽 ,10
어벤져스: 엔드게임,안녕~나의 히어로들~나의 인생영화 ㅜㅠ 내일 또 보러 갑니다~~!! ,10
어벤져스: 엔드게임,역시는 역시 믿고보는 어벤져스 ,10
어벤져스: 엔드게임,너무재미습니다너무너무너누 ,10
어벤져스: 엔드게임,히어로 영화에서 이렇게 감동주기 있기 없기 ㅠㅠ ,10
어벤져스: 엔드게임,최고의 플레이: 주차장 생쥐 ,10
어벤져스: 엔드게임,"재미있는데, 어느정도 정치적이나 사상같은게 비춰보이는게 약간 불편했음 ",8
어벤져스: 엔드게임,so so 나쁘지 않았음 ^^ ,9
어벤져스: 엔드게임,팬들이 무엇을 원하는지 아는 루소형제와 바로 그 다양한 니즈를 만족시키는 마블 시네마틱 유니버스의 진수성찬 혹은 송별회 ,10
어벤져스: 엔드게임,발키리 ㅈ나멋있다... ,10
어벤져스: 엔드게임,뽀삐: 사일러스(R) ,10
어벤져스: 엔드게임,3000만큼 재밋던영화 ㅠㅠㅠ ,10
어벤져스: 엔드게임,정말 재미있고 시리즈의 종지부를 잘 찍은 영화..전 엄청난 마블빠가 아닌데도 울컥하더라구요.그동안 감사했습니다.아디오스 어벤져스.. ,10
어벤져스: 엔드게임,마블팬이면 10점을 줄 수 밖에 없다 ,10
어벤져스: 엔드게임,10점...10점이요! ,10
어벤져스: 엔드게임,이보다 완벽한 마무리가 있을수 있을까요??마블과 같은 시대를 살아서 행복하고 영광입니다... ,10
어벤져스: 엔드게임,정말 군더더기 없이 깔끔했음. 잔잔한 여운도 남고. 최고의 영화! ,10
어벤져스: 엔드게임,재밌는데 좀 먹먹해요 ㅠㅠ떠나보내야하나요 어벤져스..개연성 있는 스토리 칭찬해 ,10
어벤져스: 엔드게임,어벤져스 3000만큼 사랑합니다!!!! ,10
어벤져스: 엔드게임,토니의 마음이 살아있다는 증거 ,10
어벤져스: 엔드게임,중반부터 보는 내내 소름돋았습니다... 한 일주일은 여운이 남을듯.. 그전에 또 볼거지만 ㅎㅋㅎㅋ ,10
어벤져스: 엔드게임,I am ironman ,10
어벤져스: 엔드게임,이게 끝이라니 아쉽네요 잼있어요 ,10
미성년,진짜 김윤석아저씨 뭐에요??  나아저씨가 영화또만들면 또볼거에요. 최고에요 진짜 ,10
어벤져스: 엔드게임,엄마야~!(한국말 대사) ,10
어벤져스: 엔드게임,아쉽다 ㅠㅠ 초반엔 좀 지루하지만 재밌게잘봤네요 ,10
어벤져스: 엔드게임,하... 마지막여운 어쩔꺼.. 보다가 눈물 찔끔찔끔...ㅠㅠ이제 볼수없다니 너무 아쉽네요...개인적으로 반지의제왕 왕의귀환 보고 나올때랑 비슷한 감정이 들었슴... 여운 미침... ㅠㅠ ,10
어벤져스: 엔드게임,캡아 토르가 약속한데로 아스가르드 왕 되야되는거 아닌가 ,10
어벤져스: 엔드게임,내 기대가 너무 컸나? 아니면 옆자리 쩍벌 파오후가 내 다리 계속치면서 3시간동안  콰작콰작 먹어서 그런가? ,7
어벤져스: 엔드게임,3000만큼  잼난다  또보고싶내 ,10
어벤져스: 엔드게임,와쏘굳~~~~!!! ,10
어벤져스: 엔드게임,볼만하네요ㅎ 캡틴이랑 아이언맨  못본다는게 아쉽네요 ,10
어벤져스: 엔드게임,정말 마블팬들한테는 선물같은 영화였다...마지막 전투씬은 숨을 제대로 못쉬겠더라 벅차서ㅜ최고의 피날레!명량 잡았으면 ,10
어벤져스: 엔드게임,마블이 팬들에게 주는 최고의 선물 ,10
어벤져스: 엔드게임,3000점 드리겠습니다 졸잼꿀잼핵잼도리도리잼잼 ,10
어벤져스: 엔드게임,"토니 ,로저스 당신들은 제 마음속의 영웅입니다 ",10
어벤져스: 엔드게임,캡틴아메리카 너무 멋있어요.영화 재맜어요 ,10
어벤져스: 엔드게임,전율...오열... ,10
어벤져스: 엔드게임,마무리 잘 한 영화ㅇ덛어어너너 ,10
어벤져스: 엔드게임,히어로들의 인간미 조아요 ,10
어벤져스: 엔드게임,미쳣다 그냥 소름 이 계속 끼침 ,10
어벤져스: 엔드게임,어벤져스는 티켓값이 너무 싸다 ,10
어벤져스: 엔드게임,하.. 어벤저스 1부터 봤는데 어떤 미친 사람한테 스포당했어요 그치만 그래도 볼겁니다... ,10
어벤져스: 엔드게임,*음료 절대 드시면 안돼요! ,10
어벤져스: 엔드게임,3000만큼 재밌었네요 ,9
미성년,"마지막 장면이 별로라는 사람들 많은데.. 무책임한 어른들 사이에서 분투하는 두 주인공이 책임을 다 하려는 걸로 보여서 난 좋았다. 엔딩의 강렬함이 있었기에 미성년은 더 기억에 남을 영화고, 둘이서 성장하는 주리와 윤아의 이야기가 될 수 있었다 생각함. ",10
어벤져스: 엔드게임,3000점 드릴게요 사랑해요 마블 ,10
크게 될 놈,진짜 영화 보면서 거의 안우는데 옆에 엄마가 있어서 입막고 꾹꾹 참으면서 눈물 줄줄 너무 감동이였습니다ㅠ ,10
어벤져스: 엔드게임,기다린 만큼 보람있네염 ,10
어벤져스: 엔드게임,소소합니다 봐도되고 나중에봐도되고 ,6
어벤져스: 엔드게임,지루할만한 장면이 거의 없이 집중 가능한 영화 ,10
어벤져스: 엔드게임,시리즈를 관통하는 주인공은 아이언맨과 캡틴아메리카라는걸 다시한번 느꼈네요마무리가 잘 된것같아서 재밌게 봤습니다 ,10
어벤져스: 엔드게임,너무 기대하지는 마세요 ㅋㅋ 기대가 크면 실망도 큼 ,8
어벤져스: 엔드게임,"퍼스트어벤져, 어벤져스1, 토르, 닥터 스트레인지, 가오갤1, 시빌워, 앤트맨2, 인피피니티 워는 꼭 보고 엔드게임을 보셨으면 좋겠습니다. (+캡틴마블 쿠키영상) 반가운 인물들 나올때, 반가우면서도 눈물이 났네요. 마블이 팬들에게 주는 종합선물세트! ",10
어벤져스: 엔드게임,진짜 최고였습니다...인생영화...그리고한가지 팁을드리자면 관람전에 꼭 화장실 다녀오시구요 절대 콜라나 음료 드시지마시고  관람하시길 추천드립니다... ,10
어벤져스: 엔드게임,ㅜㅠ이젠볼수없다니.. ,10
어벤져스: 엔드게임,엔드게임콤보 사들고갔는데 하나도 못먹고 버렸음 ,10
어벤져스: 엔드게임,클레멘타임에 버금가는 감동 꼭 보세요 ,10
요로나의 저주,내용이 너무 뻔하고 무섭지도 않음. 돈내고 본게 아까움 ,4
어벤져스: 엔드게임,오~ 그래도 마무리 잘했더라. 용두사미가 아님. 이제 끝이구나 ㅠ.ㅠ ,10
어벤져스: 엔드게임,으아악보고ㅂ빟다앙ㆍㄷㅅㄷㅅ ,10
어벤져스: 엔드게임,마블 팬이라면 누구나 한번은 꼭 봐야하는 영화라 생각합니다!! ,10
어벤져스: 엔드게임,눈물나네.. 이제 끝이네 ㅠ ,10
어벤져스: 엔드게임,"11년간  22편의 영화를 총망라한 덕질+pc+피날레의 결정판입니다.그냥 보셔도 재미있지만, 끊임없이 나오는 마블 자신의 오마주를 못 알아 보신다면 초중반부가 루즈한 영화가 될것 같네요. 이전편들 모두 보고 보시길! 눈물샘 폭발할 겁니다. ",10
어벤져스: 엔드게임,말 그대로 10년을 정리하는 영화 ,9
어벤져스: 엔드게임,한풀이썰 150분과거씬 15분대규모라스트전투씬 15분OO 캡아 토르망치 드는거 말곤 임펙트 없음3시간 영화로 만들꺼리인가 이게?반지의제왕은 사건개요나 상황설정 설명하느라 영화가 길어지지만이건 징징되는 한풀이썰만 150 ,7
어벤져스: 엔드게임,너무좋음 짱좋음 최고!!! ,10
어벤져스: 엔드게임,재밌었다. 어벤져스 볼때 압도감 느껴짐 ,10
어벤져스: 엔드게임,다들 엄청나버렷..어머 믓찌당.. ,10
어벤져스: 엔드게임,완전 재밌어~ 시간도 엄청길어서 좋네요 ,10
어벤져스: 엔드게임,재밌다슬프다재밌다슬 ,10
어벤져스: 엔드게임,아이언맨으로 시작해서 아이언맨으로 끝난 영화. ,10
어벤져스: 엔드게임,한번더볼거다..레알 잘가어벤져 ,10
